setid,Solvent: Weight fraction of diethylammonium hydrogen sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SazcY,0.113,298.15,101,1001.87,Vasantha et al. (2013),Density,Liquid,Crystal of pure component 1,,3,AAVxel,O=C1CNC(=O)CN1,"2,5-diketopiperazine",AADYJk,O,water
SazcY,0.178,298.15,101,1065.66,Vasantha et al. (2013),Density,Liquid,Crystal of pure component 1,,3,AAVxel,O=C1CNC(=O)CN1,"2,5-diketopiperazine",AADYJk,O,water
SazcY,0.239,298.15,101,1115.23,Vasantha et al. (2013),Density,Liquid,Crystal of pure component 1,,3,AAVxel,O=C1CNC(=O)CN1,"2,5-diketopiperazine",AADYJk,O,water
