setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HvFvm,0.559,358.15,101,1120.7,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.654,358.15,101,1114.4,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.702,358.15,101,1110.3,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.749,358.15,101,1104.1,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.801,358.15,101,1094.9,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.852,358.15,101,1081.2,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.9,358.15,101,1062.3,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.925,358.15,101,1048.2,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.95,358.15,101,1029.7,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
HvFvm,0.975,358.15,101,1003.9,Stark et al. (2012b),Density,Liquid,AADYJk,O,water,AAtDOY,CCCC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-butyl-3-methylimidazolium methanesulfonate,,,
