setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mmqzX,298.15,0,101,777.5,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.2986,101,914.74,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.398,101,954.27,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.4981,101,991.03,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.5999,101,1025.72,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.6994,101,1057.35,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.7998,101,1087.45,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,0.8945,101,1114.95,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,298.15,1,101,1145.11,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,308.15,0,101,769.5,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
mmqzX,308.15,0.2986,101,906.98,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
