setid,"Temperature, K",Weight fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xcsXD,293.15,0.0073,1015.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,293.15,0.0085,1014,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,293.15,0.0104,1011.7,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,293.15,0.0121,1009.5,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,293.15,0.0137,1008,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,298.15,0.0073,1012.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,298.15,0.0085,1011.1,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,298.15,0.0104,1008.7,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,298.15,0.0121,1006.5,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,298.15,0.0137,1005,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,303.15,0.0073,1009.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,303.15,0.0085,1008.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,303.15,0.0104,1006,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,303.15,0.0121,1003.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,303.15,0.0137,1002.2,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,308.15,0.0073,1006.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,308.15,0.0085,1005.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,308.15,0.0104,1002.9,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,308.15,0.0121,1000.7,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,308.15,0.0137,999.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,313.15,0.0073,1003.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,313.15,0.0085,1002.5,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,313.15,0.0104,1000.1,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,313.15,0.0121,997.9,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,313.15,0.0137,996.4,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,318.15,0.0073,1000.9,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,318.15,0.0085,999.7,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,318.15,0.0104,997.4,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,318.15,0.0121,995.2,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,318.15,0.0137,993.4,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,323.15,0.0073,998,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,323.15,0.0085,996.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,323.15,0.0104,994.4,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,323.15,0.0121,992.1,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,323.15,0.0137,990.6,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,328.15,0.0073,995,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,328.15,0.0085,993.6,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,328.15,0.0104,991.4,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,328.15,0.0121,989.2,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,328.15,0.0137,987.6,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,333.15,0.0073,992.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,333.15,0.0085,990.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,333.15,0.0104,988.2,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,333.15,0.0121,985.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,333.15,0.0137,984.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,338.15,0.0073,989.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,338.15,0.0085,987.5,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,338.15,0.0104,985.6,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,338.15,0.0121,983.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,338.15,0.0137,981.7,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,343.15,0.0073,986.8,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,343.15,0.0085,984.9,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,343.15,0.0104,982.5,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,343.15,0.0121,980.3,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
xcsXD,343.15,0.0137,978.9,Fang et al. (2012),Density,Liquid,AADYJk,O,water,AAzpBs,CCCCCCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],1-heptyl-3-methyl-1H-imidazolium L-alaninate,,,
