setid,"Temperature, K","Pressure, kPa","MolaLity of tetrapentylammonium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JPwCc,293.15,100,0.01,998.339,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
JPwCc,298.15,100,0.01,996.999,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
JPwCc,303.15,100,0.01,995.704,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
JPwCc,308.15,100,0.01,994.049,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
JPwCc,313.15,100,0.01,991.93,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
JPwCc,318.15,100,0.01,990.156,Kaur and Chauhan (2020),Density,Liquid,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water,,,
