setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yYlPB,298.15,0,100,925.927,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.04876,100,956.614,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.09058,100,980.355,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.13425,100,1002.95,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.17272,100,1021.27,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.25898,100,1057.9,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.34705,100,1089.86,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.4489,100,1121.44,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.54838,100,1148.01,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
yYlPB,298.15,0.64522,100,1170.79,Reddy et al. (2016a),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
