setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of dimethylformamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YEGFw,313.15,0.2007,0.6611,100,1121.7,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.2345,0.6135,100,1143.75,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.2708,0.5624,100,1165.65,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.3098,0.5074,100,1186.65,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.3343,0.469,100,1199.48,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.3766,0.4128,100,1218.28,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.4061,0.3633,100,1231.39,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.4352,0.3179,100,1243.06,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.4767,0.2567,100,1260.05,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.5094,0.2057,100,1272.97,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.535,0.1852,100,1281.08,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.5619,0.1637,100,1289.7,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.6035,0.1248,100,1303.2,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.6337,0.1005,100,1311.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.6678,0.0847,100,1319.3,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.704,0.0679,100,1326.9,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.7396,0.0398,100,1335.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.7714,0.0306,100,1340.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,313.15,0.7924,0.0208,100,1344.3,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.034,0.8948,100,970.62,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.0662,0.8449,100,1004.31,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.1013,0.7982,100,1036.7,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.134,0.7536,100,1065.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.1631,0.7126,100,1089.14,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.2007,0.6611,100,1117.3,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.2345,0.6135,100,1139.52,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.2708,0.5624,100,1161.45,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.3098,0.5074,100,1182.66,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.3343,0.469,100,1195.33,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.3766,0.4128,100,1214.17,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.4061,0.3633,100,1227.41,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.4352,0.3179,100,1239.27,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.4767,0.2567,100,1256.16,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.5094,0.2057,100,1269.17,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.535,0.1852,100,1277.26,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.5619,0.1637,100,1285.9,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.6035,0.1248,100,1299.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.6337,0.1005,100,1307.8,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.6678,0.0847,100,1315.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.704,0.0679,100,1322.9,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.7396,0.0398,100,1331.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.7714,0.0306,100,1336.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,318.15,0.7924,0.0208,100,1340.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.034,0.8948,100,965.93,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.0662,0.8449,100,999.79,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.1013,0.7982,100,1032.1,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.134,0.7536,100,1061,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.1631,0.7126,100,1084.75,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.2007,0.6611,100,1113.1,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.2345,0.6135,100,1135.32,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.2708,0.5624,100,1157.29,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.3098,0.5074,100,1178.53,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.3343,0.469,100,1191.22,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.3766,0.4128,100,1210.08,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.4061,0.3633,100,1223.43,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.4352,0.3179,100,1235.41,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.4767,0.2567,100,1252.39,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.5094,0.2057,100,1265.39,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.535,0.1852,100,1273.39,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.5619,0.1637,100,1282.1,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.6035,0.1248,100,1295.6,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.6337,0.1005,100,1304,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.6678,0.0847,100,1311.7,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.704,0.0679,100,1319,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.7396,0.0398,100,1327.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.7714,0.0306,100,1332.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
YEGFw,323.15,0.7924,0.0208,100,1336.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AALwIY,OCCO,"1,2-ethanediol",AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
