setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SWRmf,288.15,0,101,953.79,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.0312,101,964.44,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.0646,101,973.48,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.102,101,982,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.1456,101,990.33,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.196,101,998.49,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.2502,101,1005.77,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.3144,101,1013.08,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.3893,101,1020.04,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.4796,101,1026.84,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.591,101,1033.55,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
SWRmf,288.15,0.7249,101,1039.53,Yan et al. (2014b),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
