setid,"Temperature, K",Weight fraction of 1-methyl-3-propylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hRFEM,288.15,0.0405,101,966.57,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,288.15,0.0503,101,969.758,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,288.15,0.0586,101,972.333,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,288.15,1,101,1323.5,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0,101,948.685,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.006,101,950.721,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0073,101,951.148,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0101,101,952.089,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.012,101,952.669,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0162,101,954.039,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0204,101,955.416,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0249,101,956.878,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0303,101,958.602,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0348,101,960.068,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0405,101,961.858,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0503,101,965.06,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,0.0586,101,967.639,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,293.15,1,101,1319.8,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0,101,943.917,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.006,101,945.962,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0073,101,946.392,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0101,101,947.339,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.012,101,947.92,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0162,101,949.295,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0204,101,950.675,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0249,101,952.144,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0303,101,953.872,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0348,101,955.349,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0405,101,957.139,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0503,101,960.356,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,0.0586,101,962.94,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,298.15,1,101,1316.2,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0,101,939.142,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.006,101,941.197,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0073,101,941.628,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0101,101,942.58,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.012,101,943.162,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0162,101,944.542,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0204,101,945.932,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0249,101,947.403,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0303,101,949.136,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0348,101,950.617,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0405,101,952.415,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0503,101,955.641,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,0.0586,101,958.234,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,303.15,1,101,1312.6,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0,101,934.357,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.006,101,936.424,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0073,101,936.859,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0101,101,937.812,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.012,101,938.398,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0162,101,939.782,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0204,101,941.175,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0249,101,942.652,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0303,101,944.395,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0348,101,945.882,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0405,101,947.684,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0503,101,950.923,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,0.0586,101,953.523,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
hRFEM,308.15,1,101,1309,Sadeghi et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,,,
