setid,"Pressure, kPa","Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xRKkR,99.8,333.23,0.000377,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,1490,333.23,0.000309,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,2810,333.23,0.000255,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,4040,333.23,0.000225,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,5160,333.23,0.000194,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,6400,333.23,0.000169,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,7420,333.23,0.000151,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
xRKkR,8410,333.23,0.000121,Muldoon et al. (2007),Density,Liquid,Gas,,8,AAIYzl,O=C=O,carbon dioxide,ACCKbc,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium pentadecafluorooctanoate
