setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gDqHz,288.15,1,100,1471.78,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0,100,789.563,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.1,100,1039.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.1947,100,1173.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.2995,100,1259.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.4,100,1317.8,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.5002,100,1362.9,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.6001,100,1394.9,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.6999,100,1419.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.8,100,1438.75,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,0.9,100,1454.38,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,293.15,1,100,1466.72,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0,100,785.272,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.1,100,1034.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.1947,100,1168.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.2995,100,1254.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.4,100,1312.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.5002,100,1357.8,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.6001,100,1389.8,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.6999,100,1414.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.8,100,1433.68,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,0.9,100,1449.32,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,298.15,1,100,1461.66,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0,100,780.955,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.1,100,1029.9,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.1947,100,1163.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.2995,100,1249.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.4,100,1307.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.5002,100,1352.8,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.6001,100,1384.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.6999,100,1409.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.8,100,1428.64,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,0.9,100,1444.28,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,303.15,1,100,1456.63,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0,100,776.605,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.1,100,1025.1,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.1947,100,1158.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.2995,100,1244.3,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.4,100,1302.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.5002,100,1347.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.6001,100,1379.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.6999,100,1404.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.8,100,1423.61,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,0.9,100,1439.26,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,308.15,1,100,1451.61,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0,100,772.215,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.1,100,1020.2,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.1947,100,1153.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.2995,100,1239.3,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.4,100,1297.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.5002,100,1342.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.6001,100,1374.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.6999,100,1399.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.8,100,1418.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,0.9,100,1434.25,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,313.15,1,100,1446.62,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0,100,767.781,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.1,100,1015.3,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.1947,100,1148.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.2995,100,1234.2,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.4,100,1292.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.5002,100,1337.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.6001,100,1369.6,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.6999,100,1394.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.8,100,1413.61,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,0.9,100,1429.27,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
gDqHz,318.15,1,100,1441.64,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAIsrh,CCO,ethanol,,,
