setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jwTOu,100,263.48,1263.82,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,267.76,1260.36,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,273.92,1255.4,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,278.64,1251.98,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,283.36,1248.34,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,288.62,1245.07,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,293.07,1241.48,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,298.18,1237.91,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,303.09,1234.13,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,308.11,1230.24,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,313.13,1226.49,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,318,1222.86,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,322.91,1219.26,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,328.37,1215.54,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,333.47,1211.69,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,337.99,1208.71,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,342.79,1205.15,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,348.01,1201.38,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,353,1198.22,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,359.33,1194.13,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
jwTOu,100,363.9,1190.61,Souckova et al. (2016),Density,Metastable liquid,AAonnS,CCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-propyl-3-methylimidazolium tetrafluoroborate,,,,,,
