setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WiYzG,0,298.15,101,894.48,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.0498,298.15,101,925.56,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.1,298.15,101,952.69,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.2027,298.15,101,997.78,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.302,298.15,101,1031.52,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.3475,298.15,101,1044.35,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.3983,298.15,101,1057.37,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.4488,298.15,101,1068.89,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.501,298.15,101,1079.8,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.5487,298.15,101,1088.62,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.6022,298.15,101,1097.8,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.7075,298.15,101,1113.73,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.8066,298.15,101,1126.46,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,0.8908,298.15,101,1135.7,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
WiYzG,1,298.15,101,1146.7,Zhu et al. (2011),Density,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
