setid,"Temperature, K",Mole fraction of aniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rroRk,293.15,1,100,1021.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,0,100,1299.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,0.1,100,1287.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,0.1995,100,1275.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,0.3002,100,1261.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,0.8999,100,1084.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,298.15,1,100,1017.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,0,100,1295.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,0.1,100,1283.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,0.1995,100,1271.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,0.3002,100,1257.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,0.8999,100,1080.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,303.15,1,100,1013,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,0,100,1291.1,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,0.1,100,1279.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,0.1995,100,1267.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,0.3002,100,1253.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,0.8999,100,1076,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,308.15,1,100,1008.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,0,100,1287.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,0.1,100,1275.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,0.1995,100,1263.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,0.3002,100,1249.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,0.8999,100,1072,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,313.15,1,100,1004.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0,100,1283.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0.1,100,1271.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0.1995,100,1259.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0.3002,100,1245.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0.3996,100,1229.2,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,0.8999,100,1067.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,318.15,1,100,1000,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0,100,1279.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0.1,100,1267.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0.1995,100,1255.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0.3002,100,1241.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0.3996,100,1225.3,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,0.8999,100,1063.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,323.15,1,100,995.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0,100,1275.5,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0.1,100,1263.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0.1995,100,1251.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0.3002,100,1237.9,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0.3996,100,1221.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,0.8999,100,1059.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,328.15,1,100,991.4,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0,100,1271.7,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0.1,100,1259.8,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0.1995,100,1248,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0.3002,100,1234,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0.3996,100,1217.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,0.8999,100,1055.6,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
rroRk,333.15,1,100,987,Soldatovic et al. (2017),Density,Liquid,AARvIf,Nc1ccccc1,aniline,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
