setid,"Mole fraction of 3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HZSsj,0,338.15,100,1085.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0,343.15,100,1080.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,288.15,100,1251.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,293.15,100,1247.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,298.15,100,1243,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,303.15,100,1238.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,308.15,100,1234.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,313.15,100,1230.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,318.15,100,1225.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,323.15,100,1221.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,328.15,100,1217.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,333.15,100,1213.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,338.15,100,1209.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.1003,343.15,100,1204.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,288.15,100,1326.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,293.15,100,1323.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,298.15,100,1319.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,303.15,100,1315.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,308.15,100,1311.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,313.15,100,1307.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,318.15,100,1303.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,323.15,100,1299.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,328.15,100,1295.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,333.15,100,1291.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,338.15,100,1287.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.2005,343.15,100,1283.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,288.15,100,1379.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,293.15,100,1375.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,298.15,100,1371.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,303.15,100,1367.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,308.15,100,1363.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,313.15,100,1360,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,318.15,100,1356.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,323.15,100,1352.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,328.15,100,1348.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,333.15,100,1345,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,338.15,100,1341.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.3003,343.15,100,1337.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,288.15,100,1417.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,293.15,100,1413.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,298.15,100,1409.9,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,303.15,100,1406,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,308.15,100,1402.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,313.15,100,1398.2,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,318.15,100,1394.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,323.15,100,1390.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,328.15,100,1386.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,333.15,100,1383.1,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,338.15,100,1378.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4005,343.15,100,1375.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,288.15,100,1446.4,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,293.15,100,1442.3,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,298.15,100,1438.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,303.15,100,1434.5,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,308.15,100,1430.7,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,313.15,100,1426.6,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
HZSsj,0.4997,318.15,100,1422.8,Wei et al. (2022b),Density,Liquid,ABenjd,C[n+]1ccn(CCCC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-(3-cyanopropyl)-1-methylimidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
