setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oaLLl,288.15,0,100,795.925,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.1,100,1106.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.1997,100,1240.7,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.2999,100,1315.2,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.3966,100,1361.5,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.5,100,1395,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.5984,100,1419,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.6953,100,1436.67,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.7934,100,1451.16,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,0.9016,100,1463.58,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,288.15,1,100,1471.78,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,293.15,0,100,791.227,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
oaLLl,293.15,0.1,100,1101.4,Liu et al. (2020c),Density,Liquid,ABflJV,CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,AAGIBL,CO,methanol,,,
