setid,"MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hyzID,0,101.3,298.15,944.3,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.0036,101.3,298.15,944.6,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.00742,101.3,298.15,944.8,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.01114,101.3,298.15,945.1,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.01485,101.3,298.15,945.3,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.01862,101.3,298.15,945.6,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.02243,101.3,298.15,945.8,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.02634,101.3,298.15,946,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.03009,101.3,298.15,946.3,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.03685,101.3,298.15,946.7,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
hyzID,0.04079,101.3,298.15,946.9,Wang et al. (2009a),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
