setid,Mole fraction of 1-ethyl-3-methylimidazolium octyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WWSWo,0.1197,269.1,100,1084.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,270.1,100,1083.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,271.1,100,1083.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,272.1,100,1082.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,273.1,100,1082,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,274.1,100,1081.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,275.1,100,1080.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,276.1,100,1080.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,277.1,100,1079.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,278.1,100,1079,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,283.1,100,1075.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,288.1,100,1072.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,293.1,100,1069.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,298.1,100,1065.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,298.1,100,1065.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1197,313.1,100,1055.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,278.1,100,1080.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,283.1,100,1078.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,285.1,100,1077.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,286.1,100,1077.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,287.1,100,1076.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,288.1,100,1076,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,289.1,100,1074.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,290.1,100,1074.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,291.1,100,1073.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,292.1,100,1073.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,293.1,100,1072.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,294.1,100,1072,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,295.1,100,1071.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,296.1,100,1070.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,297.1,100,1069.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1402,298.1,100,1069.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,287.1,100,1079.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,288.1,100,1078.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,288.1,100,1078.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,289.1,100,1078.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,289.1,100,1078.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,290.1,100,1077.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,290.1,100,1078,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,291.1,100,1077.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,291.1,100,1077.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,292.1,100,1076.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,292.1,100,1076.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,293.1,100,1076.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,293.1,100,1076.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,298.1,100,1072.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,298.1,100,1072.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,303.1,100,1069.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,308.1,100,1065.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.1605,313.1,100,1062.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,286.6,100,1088.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,287.1,100,1088.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,287.6,100,1088.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,287.6,100,1088.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,288.1,100,1088.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,289.1,100,1087.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,289.6,100,1087.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,291.1,100,1085.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,293.1,100,1085.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,298.1,100,1081.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,298.1,100,1081.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,303.1,100,1078.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,308.1,100,1075,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.2632,313.1,100,1072.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,282.1,100,1094.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,282.6,100,1094.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,283.1,100,1094.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,283.6,100,1093.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,284.1,100,1093.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,285.1,100,1092.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,285.6,100,1092.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,286.1,100,1092,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,286.6,100,1091.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,287.1,100,1091.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,288.1,100,1090.5,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,289.1,100,1089.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,290.1,100,1089.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,291.1,100,1088.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,293.1,100,1087.6,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,298.1,100,1084.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,303.1,100,1080.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,308.1,100,1077.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,313.1,100,1072.2,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3076,318.1,100,1070.1,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,277.6,100,1100,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,277.9,100,1099.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,277.9,100,1099.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,278.1,100,1099.7,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,278.1,100,1099.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,278.6,100,1099.4,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,279.1,100,1098.8,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,280.1,100,1098.3,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
WWSWo,0.3555,280.6,100,1097.9,Cabeza et al. (2014),Density,Liquid,AADYJk,O,water,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
