setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JjoEX,293.15,0.20045,101,1157.8,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.30148,101,1135.3,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.40195,101,1111.8,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.50008,101,1089,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.59922,101,1067.56,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.70034,101,1047.52,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.8003,101,1030.53,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,293.15,0.898,101,1014.07,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,298.15,0.20045,101,1154.8,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,298.15,0.30148,101,1132.4,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
JjoEX,298.15,0.40195,101,1109,Dong et al. (2009),Density,Liquid,AADYJk,O,water,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",,,
