setid,"MolaLity of (.+-.)-.alpha.-aminobutyric acid, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of dodecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gpeXV,0,101,298.15,0.1,998.583,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.0459731,101,298.15,0.1,999.834,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.0928397,101,298.15,0.1,1001.12,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.234577,101,298.15,0.1,1004.92,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.286551,101,298.15,0.1,1006.3,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.358463,101,298.15,0.1,1008.2,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
gpeXV,0.401065,101,298.15,0.1,1009.35,Talele and Kishore (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AATrxK,CCC(N)C(=O)O,(.+-.)-.alpha.-aminobutyric acid,AADYJk,O,water
