setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
whZiF,298.2,1331,0.000171,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,298.2,2098,0.00015,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,298.2,3184,0.000131,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,298.2,4200,0.000122,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,298.2,5371,0.000108,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,312.9,6461,0.000117,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,313.2,2117,0.000158,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,313.3,560,0.000194,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,313.3,1109,0.000174,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,313.3,1395,0.000175,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
whZiF,313.3,1397,0.000172,Aki et al. (2004),Density,Liquid,Gas,,70,AAIYzl,O=C=O,carbon dioxide,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
