setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qSpPj,328.15,0.538,96.7,1021.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,328.15,0.664,96.7,1036.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,328.15,0.816,96.7,1051.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,328.15,0.904,96.7,1058.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,328.15,1,96.7,1065.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0,96.7,904.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.177,96.7,956.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.332,96.7,988.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.428,96.7,1004.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.538,96.7,1018.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.664,96.7,1033.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.816,96.7,1048.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,0.904,96.7,1056.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,333.15,1,96.7,1062.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0,96.7,899.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.177,96.7,952.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.332,96.7,985,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.428,96.7,1001.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.538,96.7,1015.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.664,96.7,1030.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.816,96.7,1045.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,0.904,96.7,1053.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,338.15,1,96.7,1059.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0,96.7,894.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.177,96.7,948.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.332,96.7,981.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.428,96.7,997.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.538,96.7,1012.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.664,96.7,1027.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.816,96.7,1042.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,0.904,96.7,1050.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,343.15,1,96.7,1057.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0,96.7,890.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.177,96.7,944.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.332,96.7,977.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.428,96.7,994.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.538,96.7,1009,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.664,96.7,1024.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.816,96.7,1039.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,0.904,96.7,1047.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,348.15,1,96.7,1054.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0,96.7,885.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.177,96.7,940.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.332,96.7,974.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.428,96.7,990.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.538,96.7,1006.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.664,96.7,1021.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.816,96.7,1037.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,0.904,96.7,1044.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
qSpPj,353.15,1,96.7,1051.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",,,
