setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oIxdd,0.00124,303.15,100,1049.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,308.15,100,1046.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,313.15,100,1043.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,318.15,100,1040.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,323.15,100,1038,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,328.15,100,1035,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,333.15,100,1032,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00124,338.15,100,1029.1,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,303.15,100,1049.8,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,308.15,100,1046.8,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,313.15,100,1043.8,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,318.15,100,1040.8,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,323.15,100,1037.8,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,328.15,100,1034.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
oIxdd,0.00269,333.15,100,1031.9,Xing et al. (2016a),Density,Liquid,AADYJk,O,water,AApenP,CCCCC[n+]1ccccc1.N#C[N-]C#N,1-pentylpyridinium dicyanamide,,,
