setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NKSfo,298.15,0,101,1043.68,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.0523,101,1081.36,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.1034,101,1113.62,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.2003,101,1164.9,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.2996,101,1207.4,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.4026,101,1243.6,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.5118,101,1275.7,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.5983,101,1297.3,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.7011,101,1319.6,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.7977,101,1337.8,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,0.8996,101,1354.6,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,298.15,1,101,1370,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0,101,1039.64,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.0523,101,1077.27,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.1034,101,1109.46,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.2003,101,1160.7,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.2996,101,1203.2,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.4026,101,1239.4,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.5118,101,1271.4,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.5983,101,1293.1,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.7011,101,1315.5,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.7977,101,1333.8,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,0.8996,101,1350.7,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,303.15,1,101,1366,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,308.15,0,101,1035.35,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,308.15,0.0523,101,1072.95,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
NKSfo,308.15,0.1034,101,1105.14,Zhong et al. (2007),Density,Liquid,AAUVMY,O=Cc1ccccc1,benzaldehyde,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
