setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WBAmt,0.00185,298.15,100,1355.3,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,303.15,100,1351,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,308.15,100,1346.8,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,313.15,100,1342.5,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,318.15,100,1338.3,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,323.15,100,1334.1,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,328.15,100,1329.9,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,333.15,100,1325.7,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00185,338.15,100,1321.5,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,298.15,100,1354.7,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,303.15,100,1350.4,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,308.15,100,1346.2,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,313.15,100,1341.9,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,318.15,100,1337.7,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,323.15,100,1333.5,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,328.15,100,1329.3,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,333.15,100,1325.1,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.0038,338.15,100,1320.9,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,298.15,100,1354.3,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,303.15,100,1350,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,308.15,100,1345.7,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,313.15,100,1341.5,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,318.15,100,1337.2,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,323.15,100,1333,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,328.15,100,1328.8,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,333.15,100,1324.6,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00537,338.15,100,1320.4,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00665,298.15,100,1353.8,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00665,303.15,100,1349.5,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00665,308.15,100,1345.3,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
WBAmt,0.00665,313.15,100,1341,Pan et al. (2018),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
