setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-methylaniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WKJoM,293.15,0.1131,0.7887,101,1050.4,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.1231,0.7819,101,1055.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.1404,0.7642,101,1063.3,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.1637,0.7404,101,1074.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.1817,0.7173,101,1082.2,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.2044,0.6816,101,1091.9,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.2245,0.6621,101,1101,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.2411,0.6404,101,1108,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.2623,0.6187,101,1117.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
WKJoM,293.15,0.2837,0.5881,101,1125.1,Sharma et al. (2014c),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
