setid,Weight fraction of hexane,Weight fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cPDtj,0,0,313.15,101,1357,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.099,313.15,101,1270.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.231,313.15,101,1161.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.328,313.15,101,1092.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.426,313.15,101,1030.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.529,313.15,101,973.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.646,313.15,101,914.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.74,313.15,101,873,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,0.901,313.15,101,808.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0,1,313.15,101,772.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.023,0.284,313.15,101,1103.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.03,0.238,313.15,101,1128,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.033,0.339,313.15,101,1058.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.043,0.476,313.15,101,969.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.044,0.427,313.15,101,997.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.046,0.522,313.15,101,943.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.046,0.619,313.15,101,896.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.047,0.712,313.15,101,856.6,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.048,0.277,313.15,101,1083.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.053,0.376,313.15,101,1019.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.053,0.895,313.15,101,782.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.058,0.795,313.15,101,817.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.064,0.23,313.15,101,1103.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.067,0.327,313.15,101,1036.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.076,0.269,313.15,101,1068.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.086,0.364,313.15,101,1000.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.087,0.408,313.15,101,974.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.09,0.453,313.15,101,948.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.092,0.497,313.15,101,924,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.094,0.588,313.15,101,879.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.096,0.675,313.15,101,842.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
cPDtj,0.102,0.315,313.15,101,1015.5,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
