setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZrnGV,308.15,0.151,96.7,983.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.295,96.7,1012.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.385,96.7,1026.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.493,96.7,1039.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.626,96.7,1052.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.79,96.7,1064.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,0.887,96.7,1069.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,308.15,1,96.7,1076.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0,96.7,929.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.151,96.7,979.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.295,96.7,1008.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.385,96.7,1023,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.493,96.7,1036.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.626,96.7,1049.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.79,96.7,1061.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,0.887,96.7,1066.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,313.15,1,96.7,1073.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0,96.7,924.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.151,96.7,975.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.295,96.7,1005.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.385,96.7,1019.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.493,96.7,1033.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.626,96.7,1046.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.79,96.7,1058.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,0.887,96.7,1064,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,318.15,1,96.7,1071,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0,96.7,920.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.151,96.7,971.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.295,96.7,1001.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.385,96.7,1016,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.493,96.7,1029.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.626,96.7,1043.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.79,96.7,1055.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,0.887,96.7,1061,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,323.15,1,96.7,1068.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0,96.7,915.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.151,96.7,967.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.295,96.7,997.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.385,96.7,1012.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.493,96.7,1026.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.626,96.7,1040.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.79,96.7,1053,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,0.887,96.7,1058.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,328.15,1,96.7,1065.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0,96.7,910.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.151,96.7,963.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.295,96.7,994.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.385,96.7,1009.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.493,96.7,1023.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.626,96.7,1037.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.79,96.7,1050.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,0.887,96.7,1055.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,333.15,1,96.7,1062.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0,96.7,905.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.151,96.7,959,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.295,96.7,990.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.385,96.7,1005.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.493,96.7,1020,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.626,96.7,1034.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.79,96.7,1047.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,0.887,96.7,1052.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,338.15,1,96.7,1059.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0,96.7,900.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.151,96.7,954.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.295,96.7,986.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.385,96.7,1002.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.493,96.7,1016.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.626,96.7,1031,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.79,96.7,1044.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,0.887,96.7,1049.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,343.15,1,96.7,1057.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0,96.7,895.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.151,96.7,950.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.295,96.7,983.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.385,96.7,998.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.493,96.7,1013.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.626,96.7,1028,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.79,96.7,1041.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,0.887,96.7,1046.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,348.15,1,96.7,1054.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0,96.7,891,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.151,96.7,946.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.295,96.7,979.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.385,96.7,995.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.493,96.7,1010.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.626,96.7,1024.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.79,96.7,1038.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,0.887,96.7,1044.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
ZrnGV,353.15,1,96.7,1051.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAOCWD,CN(C)C=O,dimethylformamide,,,
