setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JMXzr,263.68,1646.85,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,268.3,1641.51,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,273.3,1637.04,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,277.83,1630.76,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,282.95,1624.65,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,287.69,1619.24,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,293.29,1612.88,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,298.16,1607.91,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,303.04,1601.92,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,308.01,1596.66,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,313.14,1591.15,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,318.27,1585.61,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,323.32,1580.48,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,328.02,1576.55,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,333.68,1570.53,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,338.44,1565.44,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,343.45,1559.94,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,348.2,1555.42,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,354.04,1550.21,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,358.95,1544.64,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
JMXzr,363.09,1540.39,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACMAbv,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate,,,
