setid,Mole fraction of tetrabutylammonium hydrogen sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sqqTm,0.571,293.15,100,1139.89,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,298.15,100,1137.04,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,303.15,100,1134.1,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,308.15,100,1131.62,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,313.15,100,1128.69,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,318.15,100,1125.72,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,323.15,100,1122.9,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,328.15,100,1119.96,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
sqqTm,0.571,333.15,100,1116.98,Omar and Sadeghi (2020a),Density,Liquid,ABNPCp,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,tetrabutylammonium hydrogen sulfate,AAiNkE,O=C1c2ccccc2C(=O)C1(O)O,Ninhydrin,,,
