setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RNktj,298.15,0.2,101,1108.4,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.3,101,1112.2,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.4,101,1114,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.5,101,1116.3,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.6,101,1117,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.7,101,1117.2,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,298.15,0.8,101,1117.3,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.2,101,1104.9,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.3,101,1108.7,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.4,101,1110.6,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.5,101,1113.1,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.6,101,1113.8,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.7,101,1114.1,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,303.15,0.8,101,1114.1,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,308.15,0.2,101,1101.2,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RNktj,308.15,0.3,101,1105.3,Anantharaj and Banerjee (2011),Density,Liquid,AAYrly,c1ccc2ncccc2c1,quinoline,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
