setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DsqVR,278.15,0,101.3,818.33,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.00504,101.3,818.78,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.00993,101.3,819.11,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.02006,101.3,819.87,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.0297,101.3,820.14,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.04019,101.3,820.68,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.05065,101.3,821.03,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.06075,101.3,821.29,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.07591,101.3,821.56,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,278.15,0.112,101.3,821.69,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0,101.3,814.45,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.00504,101.3,814.89,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.00993,101.3,815.22,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.02006,101.3,815.95,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.0297,101.3,816.24,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.04019,101.3,816.77,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.05065,101.3,817.12,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.06075,101.3,817.38,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.07591,101.3,817.65,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,283.15,0.112,101.3,817.81,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0,101.3,810.5,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.00504,101.3,810.93,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.00993,101.3,811.25,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.02006,101.3,811.97,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.0297,101.3,812.35,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.04019,101.3,812.77,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.05065,101.3,813.11,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.06075,101.3,813.37,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.07591,101.3,813.64,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,288.15,0.112,101.3,813.8,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0,101.3,806.47,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.00504,101.3,806.9,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.00993,101.3,807.22,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.02006,101.3,807.94,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.0297,101.3,808.22,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.04019,101.3,808.74,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.05065,101.3,809.09,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.06075,101.3,809.36,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.07591,101.3,809.65,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,293.15,0.112,101.3,809.86,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0,101.3,802.35,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.00504,101.3,802.77,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.00993,101.3,803.1,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.02006,101.3,803.82,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.0297,101.3,804.1,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.04019,101.3,804.64,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.05065,101.3,805,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.06075,101.3,805.27,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.07591,101.3,805.58,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,298.15,0.112,101.3,805.84,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0,101.3,798.16,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.00504,101.3,798.58,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.00993,101.3,798.91,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.02006,101.3,799.63,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.0297,101.3,799.92,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.04019,101.3,800.47,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.05065,101.3,800.83,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.06075,101.3,801.12,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.07591,101.3,801.45,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,303.15,0.112,101.3,801.78,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0,101.3,793.87,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.00504,101.3,794.29,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.00993,101.3,794.61,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.02006,101.3,795.34,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.0297,101.3,795.64,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.04019,101.3,796.19,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.05065,101.3,796.57,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.06075,101.3,796.87,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.07591,101.3,797.22,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,308.15,0.112,101.3,797.61,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
DsqVR,313.15,0,101.3,789.49,Tomas et al. (2023),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AAONLE,CCC(C)O,butan-2-ol,,,
