setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JoNYJ,293.15,0,100,976.9,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.066,100,1010,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.137,100,1045,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.214,100,1082,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.297,100,1122,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.388,100,1164,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.488,100,1211,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.597,100,1260.7,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.718,100,1314.9,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,0.851,100,1375.5,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
JoNYJ,293.15,1,100,1442.3,Chen et al. (2018b),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAzLZM,CCCCOP(=O)(OCCCC)OCCCC,tributyl phosphate,,,
