setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ubbRG,0,288.15,100,1198.3,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,293.15,100,1195.2,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,298.15,100,1192,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,303.15,100,1188.5,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,308.15,100,1185.2,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,313.15,100,1181.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,318.15,100,1178.3,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,323.15,100,1174.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0,328.15,100,1171.4,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,288.15,100,1196.3,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,293.15,100,1193.1,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,298.15,100,1189.9,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,303.15,100,1186.5,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,308.15,100,1183.2,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,313.15,100,1179.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,318.15,100,1176.4,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,323.15,100,1173,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.004692,328.15,100,1169.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,288.15,100,1194.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,293.15,100,1191.6,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,298.15,100,1188.5,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,303.15,100,1185.1,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,308.15,100,1181.9,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,313.15,100,1178.5,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,318.15,100,1174.9,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,323.15,100,1171.8,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.007965,328.15,100,1168.6,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.01098,288.15,100,1193.5,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.01098,293.15,100,1190.1,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
ubbRG,0.01098,298.15,100,1187.2,Zheng et al. (2019),Density,Liquid,AAyhgg,CCCC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],1-butyl-3-methylimidazolium taurate,AADYJk,O,water,,,
