setid,"Temperature, K","MolaLity of N-acetylglycine, mol/kg","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WNAqs,288.15,0.04014,0.06,100,1001.64,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.04078,0.02,100,1001,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.04918,0,100,1000.62,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.04987,0.02,100,1001.27,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.05087,0.04,100,1001.7,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.05087,0.06,100,1001.96,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.05089,0.005,100,1000.82,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.05974,0,100,1000.95,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.0601,0.005,100,1001.1,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.06071,0.04,100,1001.99,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.06071,0.06,100,1002.25,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.06123,0.02,100,1001.62,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.06995,0,100,1001.26,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.06995,0.005,100,1001.39,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.07009,0.04,100,1002.27,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.07009,0.06,100,1002.52,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.07051,0.02,100,1001.89,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.0801,0.005,100,1001.7,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.08054,0.04,100,1002.58,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.08054,0.06,100,1002.83,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.08075,0,100,1001.59,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.08104,0.02,100,1002.21,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09019,0.04,100,1002.87,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09019,0.06,100,1003.12,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09028,0,100,1001.88,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09028,0.005,100,1002.01,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09078,0.02,100,1002.5,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09919,0.005,100,1002.28,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.09958,0,100,1002.16,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.10152,0.04,100,1003.21,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.10152,0.06,100,1003.45,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,288.15,0.10478,0.02,100,1002.92,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0,0,100,997.046,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.00977,0,100,997.324,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.01019,0.005,100,997.477,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.01043,0.04,100,998.476,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.01043,0.06,100,999.043,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.01253,0.02,100,997.968,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02073,0,100,997.637,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02078,0.005,100,997.777,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02091,0.04,100,998.767,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02091,0.06,100,999.331,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02102,0.02,100,998.207,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.02974,0.005,100,998.031,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.0302,0,100,997.907,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.03049,0.02,100,998.473,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.03102,0.04,100,999.048,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.03102,0.06,100,999.609,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.03901,0.005,100,998.293,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.03968,0,100,998.177,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.04014,0.04,100,999.302,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.04014,0.06,100,999.86,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.04078,0.02,100,998.762,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.04918,0,100,998.448,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.04987,0.02,100,999.017,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.05087,0.04,100,999.6,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.05087,0.06,100,1000.15,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.05089,0.005,100,998.629,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.05974,0,100,998.749,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.0601,0.005,100,998.89,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.06071,0.04,100,999.874,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.06071,0.06,100,1000.43,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.06123,0.02,100,999.337,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.06995,0,100,999.04,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.06995,0.005,100,999.169,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.07009,0.04,100,1000.13,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.07009,0.06,100,1000.68,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.07051,0.02,100,999.597,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.0801,0.005,100,999.456,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.08054,0.04,100,1000.42,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.08054,0.06,100,1000.97,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.08075,0,100,999.347,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
WNAqs,298.15,0.08104,0.02,100,999.893,Sharma et al. (2022d),Density,Liquid,AAWbei,CC(=O)NCC(=O)O,N-acetylglycine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
