setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BZfWx,0.03625,298.15,101.3,945.74,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
BZfWx,0.07009,298.15,101.3,947.42,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
BZfWx,0.09465,298.15,101.3,948.61,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
BZfWx,0.17532,298.15,101.3,952.37,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
BZfWx,0.264,298.15,101.3,956.26,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
BZfWx,0.32443,298.15,101.3,958.82,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
