setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hlAEm,298.15,0,101,1110,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.0266,101,1116.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.0766,101,1127.3,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.1017,101,1131.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.1678,101,1142.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.2425,101,1152.1,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.3825,101,1166,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.4389,101,1170.5,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.5207,101,1176.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.6049,101,1181.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.7196,101,1188.1,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.8106,101,1192.7,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,0.8978,101,1196.8,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,298.15,1,101,1201.2,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,308.15,0,101,1102.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,308.15,0.0266,101,1109.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,308.15,0.0766,101,1119.9,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
hlAEm,308.15,0.1017,101,1124.4,Singh et al. (2009),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
