setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NmjmX,308.15,0.6728,100,1062.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,308.15,0.766,100,1060.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,308.15,0.8963,100,1059.4,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0,100,992.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.1008,100,1037.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.2083,100,1057.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.3171,100,1061.4,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.4126,100,1061.8,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.481,100,1061.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.5857,100,1060.4,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.6728,100,1059.4,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.766,100,1057.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,313.15,0.8963,100,1056.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0,100,990.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.1008,100,1034.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.2083,100,1053.8,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.3171,100,1058.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.4126,100,1058.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.481,100,1058.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.5857,100,1057.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.6728,100,1056.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.766,100,1055,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,318.15,0.8963,100,1053.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0,100,987.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.1008,100,1031.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.2083,100,1050.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.3171,100,1055.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.4126,100,1055.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.481,100,1055.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.5857,100,1054.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.6728,100,1053.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.766,100,1052.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,323.15,0.8963,100,1050.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0,100,985.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.1008,100,1028.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.2083,100,1047.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.3171,100,1051.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.4126,100,1052.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.481,100,1052.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.5857,100,1051.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.6728,100,1050.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.766,100,1049.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,328.15,0.8963,100,1048,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0,100,983.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.1008,100,1025.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.2083,100,1043.8,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.3171,100,1048.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.4126,100,1049.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.481,100,1049.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.5857,100,1048.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.6728,100,1047.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.766,100,1046.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,333.15,0.8963,100,1045,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0,100,980.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.1008,100,1021.8,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.2083,100,1040.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.3171,100,1045.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.4126,100,1046.4,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.481,100,1046.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.5857,100,1045.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.6728,100,1044.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.766,100,1043.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,338.15,0.8963,100,1042.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0,100,978.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.1008,100,1018.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.2083,100,1037.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.3171,100,1042.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.4126,100,1043.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.481,100,1043.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.5857,100,1042.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.6728,100,1041.9,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.766,100,1040.5,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,343.15,0.8963,100,1039.3,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0,100,974.8,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.1008,100,1015.2,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.2083,100,1033.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.3171,100,1039,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.4126,100,1040.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.481,100,1040.1,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.5857,100,1039.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.6728,100,1039,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.766,100,1037.6,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
NmjmX,348.15,0.8963,100,1036.7,Krolikowska et al. (2017),Density,Liquid,AADYJk,O,water,AAhQUD,CC(=O)[O-].CC[N+]1(C)CCCC1,1-ethyl-1-methylpyrrolidinium acetate,,,
