setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Temperature, K","MolaLity of disodium hydrogen phosphate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EuCrG,0.014,293.15,0.4021,100,1049.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,0.5039,100,1061.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,0.599,100,1073.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,0.704,100,1086.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,0.807,100,1099.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,0.902,100,1111.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,293.15,1.0133,100,1125.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0,100,997.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.098,100,1010.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.2012,100,1022.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.2974,100,1034.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.4021,100,1048,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.5039,100,1060.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.599,100,1072.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.704,100,1085.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.807,100,1098.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,0.902,100,1110.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,298.15,1.0133,100,1124.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0,100,996.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.098,100,1008.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.2012,100,1021.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.2974,100,1033.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.4021,100,1046.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.5039,100,1059.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.599,100,1071.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.704,100,1084.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.807,100,1097,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,0.902,100,1108.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,303.15,1.0133,100,1122.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0,100,994.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.098,100,1007.1,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.2012,100,1019.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.2974,100,1031.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.4021,100,1045,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.5039,100,1057.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.599,100,1069.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.704,100,1082.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.807,100,1095.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,0.902,100,1107.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.014,308.15,1.0133,100,1121.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0,100,1000.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.0954,100,1012.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.1986,100,1025.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.3057,100,1039,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.4068,100,1051.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.512,100,1064.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.608,100,1076.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.703,100,1088.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.804,100,1101.3,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,0.903,100,1113.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,288.15,1.0046,100,1126.4,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0,100,999.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.0954,100,1011.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.1986,100,1024.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.3057,100,1038.2,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.4068,100,1050.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.512,100,1064,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.608,100,1076,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.703,100,1087.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.804,100,1100.5,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,0.903,100,1113,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,293.15,1.0046,100,1125.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0,100,998.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.0954,100,1010.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.1986,100,1023.6,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.3057,100,1037,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.4068,100,1049.7,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.512,100,1062.9,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.608,100,1074.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EuCrG,0.028,298.15,0.703,100,1086.8,Kumar and Katal (2018c),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
