setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of ferric chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eXApN,293.15,0.03086,84.5,0.035,1003.99,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.04671,84.5,0.035,1004.44,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.06245,84.5,0.035,1004.88,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.07861,84.5,0.035,1005.32,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.09072,84.5,0.035,1005.64,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.11614,84.5,0.035,1006.35,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0,84.5,0.035,1001.87,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00202,84.5,0.035,1001.95,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.0026,84.5,0.035,1001.97,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00329,84.5,0.035,1002,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00418,84.5,0.035,1002.03,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00457,84.5,0.035,1002.06,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00585,84.5,0.035,1002.1,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.00739,84.5,0.035,1002.15,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.01211,84.5,0.035,1002.26,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.01828,84.5,0.035,1002.43,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.02444,84.5,0.035,1002.6,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.03086,84.5,0.035,1002.78,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.04671,84.5,0.035,1003.21,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.06245,84.5,0.035,1003.63,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.07861,84.5,0.035,1004.06,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.09072,84.5,0.035,1004.37,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,298.15,0.11614,84.5,0.035,1005.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0,84.5,0.035,1000.46,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00202,84.5,0.035,1000.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.0026,84.5,0.035,1000.55,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00329,84.5,0.035,1000.58,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00418,84.5,0.035,1000.62,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00457,84.5,0.035,1000.64,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00585,84.5,0.035,1000.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.00739,84.5,0.035,1000.73,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.01211,84.5,0.035,1000.84,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.01828,84.5,0.035,1001,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.02444,84.5,0.035,1001.16,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.03086,84.5,0.035,1001.34,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.04671,84.5,0.035,1001.75,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.06245,84.5,0.035,1002.16,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.07861,84.5,0.035,1002.58,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.09072,84.5,0.035,1002.87,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,303.15,0.11614,84.5,0.035,1003.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0,84.5,0.035,998.83,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00202,84.5,0.035,998.906,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.0026,84.5,0.035,998.925,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00329,84.5,0.035,998.948,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00418,84.5,0.035,998.986,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00457,84.5,0.035,999.003,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00585,84.5,0.035,999.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.00739,84.5,0.035,999.093,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.01211,84.5,0.035,999.196,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.01828,84.5,0.035,999.357,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.02444,84.5,0.035,999.514,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.03086,84.5,0.035,999.677,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.04671,84.5,0.035,1000.08,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.06245,84.5,0.035,1000.48,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.07861,84.5,0.035,1000.88,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.09072,84.5,0.035,1001.17,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,308.15,0.11614,84.5,0.035,1001.81,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0,84.5,0.035,997.003,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.00202,84.5,0.035,997.077,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.0026,84.5,0.035,997.096,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.00329,84.5,0.035,997.12,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,313.15,0.00418,84.5,0.035,997.153,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
