setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of ferric chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eXApN,288.15,0,84.5,0.035,1003.96,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00202,84.5,0.035,1004.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.0026,84.5,0.035,1004.08,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00329,84.5,0.035,1004.1,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00418,84.5,0.035,1004.15,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00457,84.5,0.035,1004.17,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00585,84.5,0.035,1004.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.00739,84.5,0.035,1004.27,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.01211,84.5,0.035,1004.39,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.01828,84.5,0.035,1004.58,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.02444,84.5,0.035,1004.76,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.03086,84.5,0.035,1004.95,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.04671,84.5,0.035,1005.41,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.06245,84.5,0.035,1005.87,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.07861,84.5,0.035,1006.32,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.09072,84.5,0.035,1006.66,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,288.15,0.11614,84.5,0.035,1007.39,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0,84.5,0.035,1003.05,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00202,84.5,0.035,1003.13,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.0026,84.5,0.035,1003.15,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00329,84.5,0.035,1003.18,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00418,84.5,0.035,1003.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00457,84.5,0.035,1003.24,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00585,84.5,0.035,1003.29,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.00739,84.5,0.035,1003.34,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.01211,84.5,0.035,1003.46,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.01828,84.5,0.035,1003.63,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
eXApN,293.15,0.02444,84.5,0.035,1003.81,Golabiazar and Sadeghi (2014b),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
