setid,"Temperature, K","Pressure, kPa",Mole fraction of lithium bis((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vlsZX,442.9,100,0.25,2024,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABSQpH,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Rb+],rubidium bis((trifluoromethyl)sulfonyl)amide,,,
vlsZX,473,100,0.25,1993,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABSQpH,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Rb+],rubidium bis((trifluoromethyl)sulfonyl)amide,,,
vlsZX,503.1,100,0.25,1968,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABSQpH,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Rb+],rubidium bis((trifluoromethyl)sulfonyl)amide,,,
vlsZX,522.9,100,0.25,1950,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABSQpH,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Rb+],rubidium bis((trifluoromethyl)sulfonyl)amide,,,
