setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ooRmZ,293.15,0,101,789.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.0447,101,873.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.0982,101,946.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.1976,101,1035.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.2897,101,1089.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.3897,101,1130.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.499,101,1162.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.5896,101,1183.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.708,101,1204.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.8037,101,1217.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.904,101,1229.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,0.9502,101,1234.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,293.15,1,101,1239.6,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0,101,785.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.0447,101,869.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.0982,101,942.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.1976,101,1031.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.2897,101,1085.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.3897,101,1126.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.499,101,1158.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.5896,101,1179.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.708,101,1200.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.8037,101,1214,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.904,101,1226,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,0.9502,101,1230.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,298.15,1,101,1235.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0,101,780.7,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.0447,101,865.4,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.0982,101,938.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.1976,101,1027.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.2897,101,1081.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.3897,101,1122.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.499,101,1154.8,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.5896,101,1175.3,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.708,101,1196.5,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.8037,101,1210.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.904,101,1222.2,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,0.9502,101,1227.1,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
ooRmZ,303.15,1,101,1231.9,Pereiro and Rodriguez (2007b),Density,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
