setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TvZFe,298.15,0,101,1008.4,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.0971,101,1002.8,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.2017,101,995.311,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.3033,101,986.576,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.3983,101,976.628,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.5001,101,963.41,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.6006,101,946.741,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.6994,101,925.277,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.8001,101,895.282,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,0.8998,101,852.5,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,298.15,1,101,785.5,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,303.15,0,101,1004.4,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
TvZFe,303.15,0.0971,101,998.8,Shao et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
