setid,"Temperature, K",Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OYIaD,298.15,0,101.3,1371.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.0753,101.3,1364.4,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.0943,101.3,1362.3,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.1999,101.3,1349.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.2894,101.3,1336.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.3915,101.3,1318.6,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.4968,101.3,1293.7,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.6009,101.3,1260.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.6954,101.3,1217,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.8126,101.3,1133.1,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
