setid,"Temperature, K",Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OYIaD,298.15,0.8979,101.3,1028.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,0.9493,101.3,928.7,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,298.15,1,101.3,776.6,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0,101.3,1358.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.0753,101.3,1350.6,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.0943,101.3,1348.6,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.1999,101.3,1336,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.2894,101.3,1322.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.3915,101.3,1304.5,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.4968,101.3,1279.3,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.6009,101.3,1245.5,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.6954,101.3,1202.1,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.8126,101.3,1117.7,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.8979,101.3,1012.3,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,0.9493,101.3,912.5,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,313.15,1,101.3,760.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0,101.3,1344.5,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.0753,101.3,1336.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.0943,101.3,1334.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.1999,101.3,1322.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.2894,101.3,1309,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.3915,101.3,1290.3,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.4968,101.3,1265,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.6009,101.3,1230.9,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.6954,101.3,1187.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.8126,101.3,1102.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.8979,101.3,996.2,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,0.9493,101.3,896,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,1,101.3,743.5,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
OYIaD,328.15,1,101.3,758.7,Gonzalez et al. (2012a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
