setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YSPth,0.2232,298.15,100,1391.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,303.15,100,1386.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,308.15,100,1381.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,313.15,100,1376.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,318.15,100,1372,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,323.15,100,1367.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,328.15,100,1362.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,333.15,100,1357.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,338.15,100,1353,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,343.15,100,1348.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,348.15,100,1343.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,353.15,100,1339.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,358.15,100,1334.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
YSPth,0.2232,363.15,100,1330,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABfRag,CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
