setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OFebX,303.15,0,96.7,973.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.163,96.7,1013.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.313,96.7,1035.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.404,96.7,1045.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.514,96.7,1054.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.644,96.7,1063.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.803,96.7,1072.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,0.895,96.7,1075.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,303.15,1,96.7,1079.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0,96.7,968.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.163,96.7,1009.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.313,96.7,1032,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.404,96.7,1042.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.514,96.7,1051.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.644,96.7,1060.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.803,96.7,1069.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,0.895,96.7,1073,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,308.15,1,96.7,1076.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0,96.7,963,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.163,96.7,1005,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.313,96.7,1028.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.404,96.7,1038.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.514,96.7,1047.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.644,96.7,1057.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.803,96.7,1066.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,0.895,96.7,1070.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,313.15,1,96.7,1073.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0,96.7,958,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.163,96.7,1000.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.313,96.7,1024.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.404,96.7,1035.4,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.514,96.7,1044.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.644,96.7,1054.1,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.803,96.7,1063.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,0.895,96.7,1067.3,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,318.15,1,96.7,1071,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0,96.7,952.9,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.163,96.7,996.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.313,96.7,1021.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.404,96.7,1032,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.514,96.7,1041.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.644,96.7,1051,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.803,96.7,1060.7,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,0.895,96.7,1064.5,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,323.15,1,96.7,1068.2,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,328.15,0,96.7,947.8,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
OFebX,328.15,0.163,96.7,992.6,Yang et al. (2017b),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AAPLMm,c1ccncc1,pyridine,,,
