setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gGPOA,0.0956,101,298.15,1037.32,Rodrigues and Francesconi (2011),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
gGPOA,0.1839,101,298.15,1041.3,Rodrigues and Francesconi (2011),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
gGPOA,0.2735,101,298.15,1045.19,Rodrigues and Francesconi (2011),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
gGPOA,0.3639,101,298.15,1048.87,Rodrigues and Francesconi (2011),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
gGPOA,0.461,101,298.15,1052.75,Rodrigues and Francesconi (2011),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
