setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mjUzy,293.15,0,101,785.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.0804,101,869.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.1585,101,929.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.2402,101,979.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.3505,101,1033.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.4422,101,1069.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.5619,101,1108.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.6491,101,1132,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.7409,101,1153.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.8458,101,1175.7,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,0.9327,101,1191.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,293.15,1,101,1202.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0,101,781.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.0804,101,865.6,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.1585,101,926.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.2402,101,975.9,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.3505,101,1029.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.4422,101,1065.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.5619,101,1104.5,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.6491,101,1128.4,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.7409,101,1150.3,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.8458,101,1172.1,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,0.9327,101,1188,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,298.15,1,101,1199.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,303.15,0,101,776.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,303.15,0.0804,101,861.8,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
mjUzy,303.15,0.1585,101,922.2,Sarkoohaki et al. (2020),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AALcwx,CC(C)O,propan-2-ol,,,
