setid,"MolaLity of 1-butyl-3-methylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GpXrA,0,101,298.15,788.663,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
GpXrA,0.0884,101,298.15,799.339,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
GpXrA,0.1023,101,298.15,800.995,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
GpXrA,0.123,101,298.15,803.442,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
GpXrA,0.1564,101,298.15,807.384,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
GpXrA,0.278,101,298.15,821.298,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
