setid,"MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NtxNj,0.01,293.15,101,929.8,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.01,303.15,101,920.7,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.01,313.15,101,913.9,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.025,293.15,101,930.1,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.025,303.15,101,921.1,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.025,313.15,101,914.4,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.04,293.15,101,930.6,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.04,303.15,101,921.5,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.04,313.15,101,914.9,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.055,293.15,101,931.1,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.055,303.15,101,922.1,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.055,313.15,101,915.4,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.07,293.15,101,931.6,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.07,303.15,101,922.6,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.07,313.15,101,916,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.085,293.15,101,932.2,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.085,303.15,101,923.2,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
NtxNj,0.085,313.15,101,916.6,Dutta et al. (2018),Density,Liquid,AARRPu,CCOCCO,2-ethoxyethan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
