setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DaXfB,308.15,0.4198,101,1092.33,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,0.5599,101,1099.59,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,0.6524,101,1102.99,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,0.7369,101,1105.42,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,0.8256,101,1107.51,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,0.9263,101,1109.54,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,308.15,1,101,1110.7,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0,101,987.02,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.0248,101,1005.23,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.0635,101,1025.75,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.1377,101,1049.96,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.2145,101,1064.98,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.3381,101,1079.64,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.4198,101,1085.98,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.5599,101,1093.4,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.6524,101,1096.81,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.7369,101,1099.15,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.8256,101,1101.41,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,0.9263,101,1103.5,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,318.15,1,101,1104.7,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0,101,981.69,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.0248,101,1000.09,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.0635,101,1019.71,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.1377,101,1043.71,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.2145,101,1058.44,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.3381,101,1073.2,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.4198,101,1079.65,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.5599,101,1087.19,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.6524,101,1090.66,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.7369,101,1093.24,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.8256,101,1095.36,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,0.9263,101,1097.51,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,328.15,1,101,1098.7,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0,101,977.03,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.0248,101,994.12,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.0635,101,1013.39,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.1377,101,1036.7,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.2145,101,1051.85,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.3381,101,1066.76,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.4198,101,1073.3,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.5599,101,1081,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.6524,101,1084.56,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.7369,101,1087.14,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.8256,101,1089.34,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,0.9263,101,1091.43,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,338.15,1,101,1092.7,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0,101,971.75,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.0248,101,987.53,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.0635,101,1006.75,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.1377,101,1030.27,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.2145,101,1045.17,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.3381,101,1060.28,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.4198,101,1066.97,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.5599,101,1074.85,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.6524,101,1078.47,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.7369,101,1081.08,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.8256,101,1083.37,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,0.9263,101,1085.62,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
DaXfB,348.15,1,101,1086.8,Domanska et al. (2010c),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
