setid,"Temperature, K","MolaRity of tetraphenylphosphonium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nCXiZ,308.65,0,101,776.5,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,308.65,0.005,101,776.5,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,308.65,0.01,101,779.5,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,308.65,0.02,101,780.4,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,308.65,0.05,101,787.2,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,308.65,0.1,101,793.3,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0,101,773.9,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0.005,101,774.5,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0.01,101,778.8,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0.02,101,777.9,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0.05,101,784.1,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,311.65,0.1,101,790.4,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0,101,771.1,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0.005,101,771.6,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0.01,101,775.7,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0.02,101,775,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0.05,101,782.1,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
nCXiZ,314.65,0.1,101,788.5,Tripathi (2010),Density,Liquid,AAGIBL,CO,methanol,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
