setid,"Solvent: MolaLity of trimethylbenzylammonium chloride, mol/kg","Temperature, K","MolaLity of Tartrazine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GJQsL,0.001,298.15,0,101.3,996.97,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.01,101.3,998.24,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.025,101.3,1000.16,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.04,101.3,1002.08,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.055,101.3,1003.99,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.07,101.3,1005.89,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,298.15,0.085,101.3,1007.76,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0,101.3,994,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.01,101.3,995.27,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.025,101.3,997.19,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.04,101.3,999.11,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.055,101.3,1001.03,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.07,101.3,1002.94,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,308.15,0.085,101.3,1004.83,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,318.15,0,101.3,990.22,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,318.15,0.01,101.3,991.5,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,318.15,0.025,101.3,993.44,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
GJQsL,0.001,318.15,0.04,101.3,995.4,Roy et al. (2024),Density,Liquid,ABynGz,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Tartrazine,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AADYJk,O,water
