setid,"Mole fraction of N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Izafk,0.1006,328.15,101,1105.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.1006,333.15,101,1102,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.1006,338.15,101,1098.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.1006,343.15,101,1095,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.1006,348.15,101,1091.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.1006,353.15,101,1088,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,288.15,101,1147.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,293.15,101,1144.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,298.15,101,1141,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,303.15,101,1137.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,308.15,101,1134.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,313.15,101,1130.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,318.15,101,1127.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,323.15,101,1123.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,328.15,101,1120.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,333.15,101,1117.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,338.15,101,1113.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,343.15,101,1110.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,348.15,101,1107.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.2004,353.15,101,1103.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,288.15,101,1157.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,293.15,101,1154.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,298.15,101,1151.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,303.15,101,1148,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,308.15,101,1144.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,313.15,101,1141.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,318.15,101,1137.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,323.15,101,1134.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,328.15,101,1131,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,333.15,101,1127.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,338.15,101,1124.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,343.15,101,1121,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,348.15,101,1117.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.3005,353.15,101,1114.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,288.15,101,1165.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,293.15,101,1162.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,298.15,101,1158.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,303.15,101,1155.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,308.15,101,1152.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,313.15,101,1148.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,318.15,101,1145.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,323.15,101,1142,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,328.15,101,1138.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,333.15,101,1135.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,338.15,101,1132.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,343.15,101,1128.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,348.15,101,1125.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4002,353.15,101,1122.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,288.15,101,1170.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,293.15,101,1167.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,298.15,101,1164.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,303.15,101,1161.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,308.15,101,1158,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,313.15,101,1154.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,318.15,101,1151.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,323.15,101,1148,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,328.15,101,1144.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,333.15,101,1141.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,338.15,101,1138.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,343.15,101,1134.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,348.15,101,1131.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.4999,353.15,101,1128.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,288.15,101,1174.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,293.15,101,1171.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,298.15,101,1168.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,303.15,101,1165,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,308.15,101,1161.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,313.15,101,1158.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,318.15,101,1155.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,323.15,101,1151.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
