setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XGcIH,293.15,0,101,814.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.0042,101,816.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.0088,101,818.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.0166,101,822.2,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.0251,101,825.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.0506,101,836,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.1175,101,860.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.151,101,873.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.1988,101,887.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.2982,101,918.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.3934,101,943.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.4982,101,968.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.7029,101,1001.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,0.8486,101,1020.2,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,293.15,1,101,1037.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0,101,807.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.0042,101,809.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.0088,101,811.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.0166,101,815,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.0251,101,818.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.0506,101,829,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.1175,101,853.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.151,101,866.3,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.1988,101,880.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.2982,101,911.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.3934,101,937.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.4982,101,962.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.7029,101,996.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,0.8486,101,1015.3,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,303.15,1,101,1033.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0,101,800.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.0042,101,802,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.0088,101,804.2,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.0166,101,807.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.0251,101,811.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.0506,101,821.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.1175,101,846.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.151,101,859.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.1988,101,874.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.2982,101,905.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.3934,101,931.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.4982,101,956.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.7029,101,990.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,0.8486,101,1010.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,313.15,1,101,1029.3,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0,101,792.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.0042,101,794.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.0088,101,796.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.0166,101,800.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.0251,101,803.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.0506,101,814.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.1175,101,839.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.151,101,852.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.1988,101,867.4,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.2982,101,899,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.3934,101,925.2,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.4982,101,950.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.7029,101,984.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,0.8486,101,1004.8,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,323.15,1,101,1024.3,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0,101,784.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.0042,101,786.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.0088,101,789,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.0166,101,792.5,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.0251,101,796.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
