setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XGcIH,333.15,0.0506,101,807.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.1175,101,832.9,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.151,101,845.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.1988,101,860.7,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.2982,101,892.6,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.3934,101,919,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.4982,101,944.1,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.7029,101,979.2,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,0.8486,101,999.3,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
XGcIH,333.15,1,101,1019,Kermanpour et al. (2017),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
