setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JGgnz,298.15,0,100,805.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.1015,100,894.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.2007,100,952,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.3006,100,995.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.4008,100,1023.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.5021,100,1048.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.6014,100,1067.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.7012,100,1083.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.8016,100,1094.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,0.9012,100,1098.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,298.15,1,100,1103,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0,100,801.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.1015,100,890.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.2007,100,948.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.3006,100,991.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.4008,100,1020,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.5021,100,1044.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.6014,100,1063.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.7012,100,1079.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.8016,100,1090.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,0.9012,100,1095.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,303.15,1,100,1099.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0,100,798.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.1015,100,886.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.2007,100,944.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.3006,100,987.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.4008,100,1016.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.5021,100,1040.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.6014,100,1059.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.7012,100,1076,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.8016,100,1086.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,0.9012,100,1091.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,308.15,1,100,1096.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0,100,794.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.1015,100,882.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.2007,100,940.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.3006,100,983.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.4008,100,1012.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.5021,100,1037,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.6014,100,1056,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.7012,100,1072.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.8016,100,1082.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,0.9012,100,1087.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,313.15,1,100,1093.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0,100,790.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.1015,100,878.9,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.2007,100,936.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.3006,100,979.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.4008,100,1008.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.5021,100,1033,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
