setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JGgnz,318.15,0.6014,100,1052,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.7012,100,1068.1,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.8016,100,1078.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,0.9012,100,1083.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,318.15,1,100,1089.8,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0,100,786.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.1015,100,875,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.2007,100,932.5,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.3006,100,975.7,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.4008,100,1004.3,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.5021,100,1029,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.6014,100,1048,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.7012,100,1064.2,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.8016,100,1074.6,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,0.9012,100,1079.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
JGgnz,323.15,1,100,1086.4,Anwar et al. (2023),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AAONVE,CCCCO,butan-1-ol,,,
