setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BjFGQ,298.15,0,101,981.35,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.0093,101,986.61,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.0258,101,995.77,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.0453,101,1006.35,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.0983,101,1033.91,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.2046,101,1084.8,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.2893,101,1122,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.3839,101,1160.8,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.4833,101,1199,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.6056,101,1242.8,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.7065,101,1276.7,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.79,101,1303.5,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.8883,101,1333.8,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.9528,101,1353.4,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,0.9874,101,1363.9,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,298.15,1,101,1367.9,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0,101,971.84,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.0093,101,977.13,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.0258,101,986.33,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.0453,101,996.95,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.0983,101,1024.64,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.2046,101,1075.7,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.2893,101,1113.1,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.3839,101,1152.1,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.4833,101,1190.5,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.6056,101,1234.5,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.7065,101,1268.4,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.79,101,1295.1,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.8883,101,1325.3,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.9528,101,1344.9,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,0.9874,101,1355.4,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,308.15,1,101,1359.3,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0,101,962.29,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.0093,101,967.63,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.0258,101,976.86,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.0453,101,987.58,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.0983,101,1015.37,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.2046,101,1066.65,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.2893,101,1104.2,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.3839,101,1143.3,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.4833,101,1181.8,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.6056,101,1226,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.7065,101,1260,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.79,101,1286.7,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
BjFGQ,318.15,0.8883,101,1316.9,Singh and Kumar (2010),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
