setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rPfXr,298.15,0,101.3,908.3,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.0496,101.3,936.1,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.0901,101.3,957.3,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.1345,101.3,979.1,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.1738,101.3,997.2,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.2568,101.3,1032.3,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.3477,101.3,1066.7,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.4406,101.3,1098,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.5477,101.3,1130.3,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.6478,101.3,1157.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.7729,101.3,1188.4,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.8263,101.3,1200.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.8757,101.3,1211.4,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,0.9346,101.3,1223.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,298.15,1,101.3,1236.4,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0,101.3,899.5,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.0496,101.3,927.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.0901,101.3,949,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.1345,101.3,970.9,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.1738,101.3,989.2,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.2568,101.3,1024.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.3477,101.3,1059.1,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.4406,101.3,1090.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.5477,101.3,1123.1,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.6478,101.3,1150.5,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.7729,101.3,1181.4,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.8263,101.3,1193.7,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.8757,101.3,1204.5,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,0.9346,101.3,1216.8,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,308.15,1,101.3,1229.5,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0,101.3,890.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.0496,101.3,919,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.0901,101.3,940.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.1345,101.3,962.8,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.1738,101.3,981.1,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.2568,101.3,1016.8,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.3477,101.3,1051.6,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.4406,101.3,1083.2,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.5477,101.3,1115.8,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
rPfXr,318.15,0.6478,101.3,1143.4,Srinivasa Reddy et al. (2016c),Density,Liquid,AAUBtI,CCCOCCO,2-propoxyethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
