setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WtIyP,0.7355,308.15,101,1188.97,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8008,298.15,101,1144.18,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8008,303.15,101,1139.43,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8008,308.15,101,1134.66,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8991,298.15,101,1021.78,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8991,303.15,101,1017.12,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.8991,308.15,101,1012.44,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.9436,298.15,101,938.87,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.9436,303.15,101,934.31,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,0.9436,308.15,101,929.72,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,1,298.15,101,785.41,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,1,303.15,101,781.11,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
WtIyP,1,308.15,101,776.77,Gonzalez et al. (2013e),Density,Liquid,AAIsrh,CCO,ethanol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
