setid,"Temperature, K","MolaLity of 2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol, mol/kg","Pressure, kPa","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NeTcP,308.15,0.0293,101,0.03,938.61,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.0496,101,0.03,939.64,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.071,101,0.03,940.72,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.0986,101,0.03,942.11,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.13,101,0.03,943.65,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.1452,101,0.03,944.42,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.1715,101,0.03,945.71,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.1847,101,0.03,946.41,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,308.15,0.2136,101,0.03,947.83,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.0293,101,0.03,929.05,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.0496,101,0.03,930.1,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.071,101,0.03,931.19,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.0986,101,0.03,932.6,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.13,101,0.03,934.17,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.1452,101,0.03,934.94,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.1715,101,0.03,936.26,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.1847,101,0.03,936.96,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,318.15,0.2136,101,0.03,938.39,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,328.15,0.0293,101,0.03,919.46,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,328.15,0.0496,101,0.03,920.52,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
NeTcP,328.15,0.071,101,0.03,921.63,Shekaari et al. (2012f),Density,Liquid,ABKAVr,Oc1ccccc1C=NC1CCCCC1N=Cc1ccccc1O,"2,2'-[cyclohexane-1,2-diylbis(nitrilomethylylidene)]diphenol",AAOCWD,CN(C)C=O,dimethylformamide,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
